Name,Club,Nation,League,Rating,Main_Position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,BodyType,Popularity,Base_Stats,Ingame_Stats,Gender
Ben Paton,Ross County,Canada,cinch Prem,58,LB,"LWB,LM",normal,Controlled,0.0,200,2,3,M,M,69.0,49,54,59,53,57,"175cm | 5'9""",Avg & Lean  (67kg),-1,341,1565,Male
Adam Petersson,Mjällby AIF,Sweden,Allsvenskan,58,CM,0,normal,Controlled,200.0,0,2,2,M,M,64.0,52,54,60,54,57,"175cm | 5'9""",Avg & Normal  (70kg),0,341,1603,Male
Alexandre Pierre,Strasbourg,Haiti,Ligue 1 Uber Eats,58,GK,0,normal,Controlled,250.0,0,1,3,M,M,59.0,56,62,59,19,58,"190cm | 6'3""",Tall & Normal  (83kg),0,313,628,Male
Artur Pląskowski,Ruch Chorzów,Poland,PKO BP Ekstraklasa,58,ST,CF,normal,Controlled Lengthy,0.0,0,2,3,M,M,60.0,62,39,52,22,62,"189cm | 6'2""",Tall & Stocky  (80kg),2,297,1400,Male
Finlay Pollock,Hearts,Scotland,cinch Prem,58,CAM,CM,normal,Controlled Explosive,0.0,200,2,3,H,M,68.0,46,55,62,40,48,"178cm | 5'10""",Avg & Lean  (68kg),3,319,1501,Male
Alexandru Pop,SC Oțelul Galați,Romania,SUPERLIGA,58,RW,"RM,ST",normal,Controlled Explosive,0.0,200,3,3,M,M,73.0,59,48,59,22,61,"180cm | 5'11""",Avg & Normal  (78kg),1,322,1513,Male
Kristian Popovic,Macarthur FC,Australia,A-League,58,CDM,0,normal,Controlled Lengthy,200.0,0,2,3,M,H,67.0,42,53,52,55,66,"185cm | 6'1""",Tall & Lean  (80kg),-1,335,1545,Male
Freddie Potts,Wycombe,England,EFL League One,58,CDM,CM,normal,Controlled Lengthy,0.0,200,2,3,M,M,53.0,40,55,53,55,65,"183cm | 6'0""",Avg & Lean  (70kg),1,321,1520,Male
Jacob Pryts Larsen,Silkeborg IF,Denmark,3F Superliga,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,56.0,55,64,59,24,58,"191cm | 6'3""",Tall & Normal  (88kg),-1,316,659,Male
Fotis Pseftis,FC Lugano,Greece,CSSL,58,GK,0,normal,Controlled,200.0,0,1,3,M,M,59.0,56,61,60,22,58,"191cm | 6'3""",Tall & Normal  (86kg),1,316,621,Male
Ahmed Qasem,IF Elfsborg,Sweden,Allsvenskan,58,CAM,CM,normal,Controlled,0.0,200,3,3,L,M,69.0,50,54,63,34,55,"178cm | 5'10""",Avg & Lean  (72kg),3,325,1488,Male
Ghjuvanni Quilichini,AC Ajaccio,France,Ligue 2 BKT,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,57.0,55,60,65,25,61,"185cm | 6'1""",Tall & Normal  (79kg),3,323,547,Male
Abdullah Radif,Al Hilal,Saudi Arabia,ROSHN Saudi League,58,ST,CF,normal,Controlled Lengthy,0.0,0,2,3,M,M,79.0,54,34,49,22,64,"188cm | 6'2""",Tall & Lean  (67kg),8,302,1315,Male
TP Rehenesh,Jamshedpur FC,India,Hero ISL,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,57.0,58,56,59,39,57,"180cm | 5'11""",Avg & Normal  (75kg),1,326,652,Male
Jan Reichert,1. FC Nürnberg,Germany,Bundesliga 2,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,61.0,57,58,59,29,55,"191cm | 6'3""",Tall & Lean  (86kg),1,319,656,Male
Thomas Rekdal,Odds BK,Norway,Eliteserien,58,CM,0,normal,Controlled,200.0,0,2,3,M,M,66.0,52,60,59,42,56,"179cm | 5'10""",Avg & Normal  (71kg),0,335,1587,Male
Justin Rennicks,New England,United States,MLS,58,ST,CF,normal,Controlled,0.0,200,2,3,H,M,68.0,58,46,55,24,56,"180cm | 5'11""",Avg & Normal  (75kg),0,307,1431,Male
Laldinliana Renthlei,Odisha FC,India,Hero ISL,58,RB,RWB,normal,Controlled Explosive,0.0,200,2,3,M,M,72.0,27,41,50,54,68,"175cm | 5'9""",Avg & Normal  (68kg),0,312,1448,Male
David Richards,St. Johnstone,Wales,cinch Prem,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,57.0,56,56,61,35,55,"186cm | 6'1""",Tall & Normal  (78kg),0,320,797,Male
Alessandro Riep,Audax Italiano,Chile,Sudamericana,58,RW,"RM,CAM",normal,Controlled Explosive,0.0,200,2,3,M,M,74.0,50,51,62,23,44,"174cm | 5'9""",Avg & Lean  (68kg),0,304,1383,Male
Alex Robertson,Portsmouth,Australia,EFL League One,58,CM,0,normal,Controlled,200.0,0,2,3,M,M,64.0,47,57,61,50,51,"180cm | 5'11""",Avg & Normal  (66kg),4,330,1591,Male
Jack Robinson,Carlisle United,England,EFL League One,58,CB,LWB,normal,Mostly Lengthy,0.0,200,2,2,M,M,60.0,26,46,50,57,68,"190cm | 6'3""",Tall & Lean  (79kg),0,307,1410,Male
Zach Robinson,Dundee FC,England,cinch Prem,58,ST,CF,normal,Controlled,0.0,200,2,3,M,M,71.0,56,46,60,26,59,"185cm | 6'1""",Tall & Lean  (78kg),0,318,1472,Male
Alex Rodríguez,Getafe CF,Spain,LALIGA EA SPORTS,58,RWB,RB,normal,Controlled,0.0,3.7K,2,3,M,M,58.0,26,47,54,56,55,"178cm | 5'10""",Avg & Normal  (73kg),-1,296,1377,Male
Víctor Rojas,S. Ameliano,Paraguay,Sudamericana,58,LB,LWB,normal,Controlled,0.0,200,2,2,H,H,62.0,25,49,51,54,52,"177cm | 5'10""",Avg & Lean  (66kg),0,293,1341,Male
Vilmer Rönnberg,Varbergs BoIS,Sweden,Allsvenskan,58,CB,0,normal,Mostly Lengthy,200.0,0,2,3,M,M,68.0,31,46,42,56,67,"193cm | 6'4""",Tall & Normal  (88kg),0,310,1410,Male
Håkon Røsten,Rosenborg BK,Norway,Eliteserien,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,M,M,49.0,33,41,45,57,60,"192cm | 6'4""",Tall & Normal  (82kg),1,285,1322,Male
Hormipam Ruivah,Kerala Blasters,India,Hero ISL,58,CB,0,normal,Controlled,200.0,0,2,3,L,M,64.0,35,43,51,58,68,"180cm | 5'11""",Avg & Normal  (75kg),0,319,1460,Male
Andrei Rus,SC Oțelul Galați,Romania,SUPERLIGA,58,RB,RWB,normal,Controlled Explosive,0.0,200,2,3,M,M,73.0,30,42,48,53,59,"176cm | 5'9""",Avg & Normal  (78kg),0,305,1389,Male
Adam Saldana,LA Galaxy,United States,MLS,58,CDM,CM,normal,Controlled,0.0,200,3,4,H,H,57.0,49,57,60,50,63,"173cm | 5'8""",Avg & Normal  (66kg),0,336,1604,Male
Dilan Salgado,Palestino,Chile,Sudamericana,58,RM,"RW,ST",normal,Controlled,0.0,200,3,3,H,M,71.0,52,53,57,33,66,"175cm | 5'9""",Avg & Normal  (78kg),0,332,1530,Male
Sais Santibáñez,UCV,Peru,Sudamericana,58,CB,LB,normal,Controlled,0.0,200,2,3,M,H,66.0,28,45,43,61,52,"169cm | 5'7""",Short & Normal  (65kg),2,295,1389,Male
Marcel Schantl,Blau-Weiss Linz,Austria,Ö. Bundesliga,58,CM,0,normal,Controlled,200.0,0,2,3,M,M,62.0,46,57,59,55,57,"182cm | 6'0""",Avg & Lean  (67kg),0,336,1566,Male
Fabian Scherger,Unterhaching,Germany,3. Liga,58,GK,0,normal,Controlled,200.0,0,1,4,M,M,59.0,58,56,59,56,58,"188cm | 6'2""",Tall & Normal  (79kg),-1,346,861,Male
Julius Schmid,1860 München,Germany,3. Liga,58,GK,0,normal,Controlled,200.0,0,1,3,M,M,54.0,59,53,58,35,59,"185cm | 6'1""",Tall & Normal  (85kg),1,318,782,Male
Philipp Schulz,1. FSV Mainz 05,Germany,Bundesliga,58,CDM,CB,normal,Controlled Lengthy,0.0,200,2,3,M,M,54.0,41,52,53,59,62,"185cm | 6'1""",Tall & Normal  (80kg),-1,321,1535,Male
Joel Senior,Morecambe,England,EFL League Two,58,RWB,RB,normal,Controlled Explosive,0.0,200,2,2,M,M,70.0,33,44,56,54,60,"175cm | 5'9""",Avg & Normal  (70kg),0,317,1485,Male
Laurens Serpe,Spezia,Italy,Serie BKT,58,CB,0,normal,Controlled,9200.0,0,2,2,L,H,49.0,30,36,39,61,60,"193cm | 6'4""",Tall & Normal  (82kg),1,275,1283,Male
Yan Shi,Tianjin JMT FC,China PR,CSL,58,LM,"RM,LW",normal,Controlled,0.0,200,3,3,H,M,69.0,48,52,61,36,48,"170cm | 5'7""",Short & Lean  (63kg),0,314,1489,Male
Mehtab Singh,Mumbai City FC,India,Hero ISL,58,CB,RB,normal,Controlled,0.0,200,2,3,L,H,67.0,31,33,35,59,68,"180cm | 5'11""",Avg & Normal  (73kg),1,293,1343,Male
Naorem Mahesh Singh,East Bengal,India,Hero ISL,58,LM,"RM,LW",normal,Controlled Explosive,0.0,200,3,3,M,M,74.0,55,53,56,31,58,"175cm | 5'9""",Avg & Lean  (59kg),1,327,1530,Male
Udanta Singh,FC Goa,India,Hero ISL,58,RM,"LM,RW",normal,Explosive,0.0,200,3,3,H,L,86.0,52,49,59,32,60,"170cm | 5'7""",Short & Normal  (66kg),0,338,1570,Male
Filipe Sissé,Varbergs BoIS,Portugal,Allsvenskan,58,CM,RM,normal,Controlled,0.0,200,2,3,M,M,67.0,46,56,61,48,54,"180cm | 5'11""",Avg & Lean  (71kg),0,332,1542,Male
Henrik Skogvold,Lillestrøm SK,Norway,Eliteserien,58,ST,CF,normal,Controlled Explosive,0.0,200,3,3,M,M,76.0,57,52,62,36,51,"177cm | 5'10""",Avg & Lean  (67kg),1,334,1565,Male
Jerry Skotadis,Macarthur FC,Australia,A-League,58,CDM,CM,normal,Controlled Explosive,0.0,200,2,3,M,M,70.0,46,52,59,53,63,"178cm | 5'10""",Avg & Lean  (73kg),1,343,1597,Male
Kacper Skwierczyński,Ruch Chorzów,Poland,PKO BP Ekstraklasa,58,LM,"RM,LW",normal,Controlled Explosive,0.0,200,2,2,M,M,80.0,50,52,60,29,47,"177cm | 5'10""",Avg & Normal  (71kg),-1,318,1449,Male
Andreas Smed,Hvidovre IF,Denmark,3F Superliga,58,LW,LM,normal,Controlled,0.0,200,2,2,M,M,66.0,54,47,62,22,50,"174cm | 5'9""",Avg & Normal  (69kg),3,301,1350,Male
Tommy Smith,MK Dons,New Zealand,EFL League Two,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,M,M,42.0,37,48,46,57,65,"188cm | 6'2""",Tall & Normal  (82kg),0,295,1413,Male
Tom Smith,Colchester,England,EFL League Two,58,GK,0,normal,Controlled,200.0,0,1,3,M,M,59.0,56,58,60,34,56,"188cm | 6'2""",Tall & Normal  (81kg),0,323,653,Male
Mark Spenkelink,RKC Waalwijk,Holland,Eredivisie,58,GK,0,normal,Controlled,200.0,0,1,4,M,M,60.0,59,59,62,32,58,"196cm | 6'5""",Tall & Normal  (86kg),1,330,669,Male
Mason Stajduhar,Orlando City,United States,MLS,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,59.0,56,58,60,33,57,"188cm | 6'2""",Tall & Normal  (91kg),2,323,692,Male
Apostolos Stamatelopoulos,Newcastle Jets,Australia,A-League,58,ST,CF,normal,Controlled Lengthy,0.0,200,2,3,M,L,56.0,60,41,50,28,67,"184cm | 6'0""",Avg & Normal  (84kg),2,302,1423,Male
Harry Steele,Central Coast,Australia,A-League,58,CM,0,normal,Controlled,200.0,0,2,4,M,H,65.0,44,57,56,53,59,"181cm | 5'11""",Avg & Lean  (75kg),0,334,1568,Male
Maksim Stjopin,HJK Helsinki,Finland,Finnliiga,58,RW,"RM,CAM,LW",normal,Controlled Explosive,0.0,200,3,3,M,M,74.0,53,52,61,15,45,"178cm | 5'10""",Avg & Lean  (68kg),5,300,1399,Male
Josh Stones,Wigan Athletic,England,EFL League One,58,ST,CF,normal,Controlled,0.0,450,2,3,M,M,70.0,57,39,56,24,68,"178cm | 5'10""",Avg & Normal  (73kg),0,314,1452,Male
Yuanjie Su,Tianjin JMT FC,China PR,CSL,58,LB,"RB,LWB",normal,Controlled Explosive,0.0,200,3,3,M,M,75.0,50,51,62,51,56,"179cm | 5'10""",Avg & Normal  (70kg),0,345,1599,Male
Yahya Sunbul,Al Raed,Saudi Arabia,ROSHN Saudi League,58,RM,"RB,LM,RW",normal,Controlled,0.0,200,3,3,M,M,75.0,48,51,60,40,59,"175cm | 5'9""",Avg & Normal  (72kg),2,333,1504,Male
Jakub Szymański,Widzew Łódź,Poland,PKO BP Ekstraklasa,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,62.0,60,64,51,23,60,"190cm | 6'3""",Tall & Normal  (83kg),1,320,575,Male
Karol Szymański,Piast Gliwice,Poland,PKO BP Ekstraklasa,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,61.0,59,58,57,24,56,"192cm | 6'4""",Tall & Normal  (92kg),0,315,712,Male
Joel Tabiner,Crewe Alexandra,England,EFL League Two,58,CM,CAM,normal,Controlled Explosive,0.0,200,3,4,M,M,70.0,50,56,63,45,57,"178cm | 5'10""",Avg & Lean  (66kg),1,341,1588,Male
Deepak Tangri,ATK Mohun Bagan,India,Hero ISL,58,CDM,CM,normal,Controlled,0.0,200,2,3,L,M,68.0,38,49,52,56,75,"179cm | 5'10""",Avg & Normal  (69kg),-1,338,1535,Male
Ollie Tanner,Cardiff City,England,EFL Championship,58,RM,"LM,RW",normal,Controlled Explosive,0.0,200,3,2,H,M,74.0,53,52,60,23,51,"177cm | 5'10""",Avg & Normal  (69kg),9,313,1439,Male
Omar Taylor-Clarke,Bristol City,Wales,EFL Championship,58,CDM,0,normal,Controlled Explosive,200.0,0,2,3,M,M,70.0,48,54,61,54,57,"174cm | 5'9""",Avg & Normal  (61kg),0,344,1585,Male
Róbert Thorkelsson,CF Montréal,Iceland,MLS,58,CB,"LB,LM",normal,Controlled Lengthy,0.0,200,2,2,M,M,63.0,24,42,50,58,63,"188cm | 6'2""",Tall & Normal  (77kg),0,300,1344,Male
Elliot Thorpe,Shrewsbury,Wales,EFL League One,58,RWB,"RB,CM",normal,Controlled,0.0,200,2,2,M,M,65.0,49,58,55,52,52,"178cm | 5'10""",Avg & Lean  (70kg),0,331,1572,Male
Thijs Timmermans,St. Pats,Holland,SSE Airtricity PD,58,CM,0,normal,Controlled Lengthy,2400.0,0,2,3,M,M,60.0,51,57,58,42,64,"184cm | 6'0""",Avg & Lean  (79kg),1,332,1550,Male
Cătălin Țîră,FC Dinamo 1948,Romania,SUPERLIGA,58,ST,CF,normal,Controlled Lengthy,0.0,200,2,3,L,L,57.0,59,49,59,25,69,"190cm | 6'3""",Tall & Lean  (80kg),1,318,1480,Male
Ask Tjærandsen-Skau,FK Bodø/Glimt,Norway,Eliteserien,58,CM,0,normal,Controlled Explosive,200.0,0,2,3,M,M,72.0,48,58,62,51,57,"175cm | 5'9""",Avg & Lean  (70kg),0,348,1627,Male
Sam Todd,Derry City,Republic of Ireland,SSE Airtricity PD,58,CB,0,normal,Controlled,200.0,0,2,3,L,H,33.0,26,41,40,56,73,"185cm | 6'1""",Tall & Normal  (76kg),1,269,1270,Male
Hubert Tomalski,Puszcza,Poland,PKO BP Ekstraklasa,58,LW,"LM,CAM,RW",normal,Controlled,0.0,200,3,4,M,M,65.0,53,56,62,31,73,"171cm | 5'7""",Avg & Normal  (70kg),1,340,1572,Male
Fabio Torsiello,SV Darmstadt 98,Italy,Bundesliga,58,ST,CF,normal,Controlled,0.0,200,3,3,M,M,64.0,59,41,60,24,48,"178cm | 5'10""",Avg & Normal  (73kg),0,296,1369,Male
Ángel Vaca,Guabirá,Bolivia,Sudamericana,58,ST,CF,normal,Controlled,0.0,200,3,3,H,L,55.0,61,53,57,30,61,"180cm | 5'11""",Avg & Normal  (78kg),-1,317,1499,Male
Suhair Vadakkepeedika,East Bengal,India,Hero ISL,58,RM,"LM,RW,ST",normal,Controlled,0.0,200,3,3,H,L,72.0,54,51,59,31,66,"174cm | 5'9""",Avg & Normal  (74kg),3,333,1527,Male
Andreas Vaher,SC Freiburg II,Estonia,3. Liga,58,CB,0,normal,Controlled,200.0,0,2,3,M,M,61.0,30,46,49,57,62,"190cm | 6'3""",Tall & Lean  (78kg),2,305,1400,Male
Javier Vallejos,Tacuary,Paraguay,Sudamericana,58,CB,0,normal,Mostly Lengthy,200.0,0,2,3,M,H,58.0,22,26,32,59,67,"187cm | 6'2""",Tall & Lean  (72kg),0,264,1259,Male
Miguel Angel Villarroel,Bolívar,Bolivia,Libertadores,58,CAM,RW,normal,Controlled,0.0,200,3,3,M,M,72.0,52,57,60,50,57,"176cm | 5'9""",Avg & Lean  (65kg),1,348,1636,Male
Lars Villiger,FC Luzern,Switzerland,CSSL,58,ST,CF,normal,Controlled Lengthy,0.0,200,2,3,M,M,57.0,58,40,54,24,66,"190cm | 6'3""",Tall & Normal  (85kg),1,299,1393,Male
Niko Vukancic,FC Erzgebirge Aue,Germany,3. Liga,58,CB,0,normal,Controlled Lengthy,200.0,0,2,3,M,M,54.0,34,43,46,57,65,"186cm | 6'1""",Tall & Lean  (81kg),0,299,1394,Male
Aurel Wagbe,Holstein Kiel,Germany,Bundesliga 2,58,LW,LM,normal,Controlled Lengthy,0.0,200,2,3,M,M,81.0,41,52,60,49,66,"191cm | 6'3""",Tall & Normal  (80kg),4,349,1529,Male
Charlie Webster,sc Heerenveen,England,Eredivisie,58,CM,"CDM,CAM",normal,Controlled Explosive,0.0,200,3,3,M,M,67.0,54,59,65,47,50,"177cm | 5'10""",Unique  (67kg),8,342,1608,Male
Miles Welch-Hayes,Livingston,England,cinch Prem,58,CB,RB,normal,Controlled,0.0,200,2,2,L,M,72.0,37,47,52,56,68,"180cm | 5'11""",Avg & Lean  (77kg),1,332,1520,Male
Max Wendt,SV Darmstadt 98,Germany,Bundesliga,58,GK,0,normal,Controlled,200.0,0,1,3,M,M,59.0,54,56,61,28,58,"180cm | 5'11""",Avg & Normal  (78kg),0,316,657,Male
Amund Wichne,FK Haugesund,Norway,Eliteserien,58,GK,0,normal,Controlled,200.0,0,1,3,M,M,59.0,56,60,61,45,56,"182cm | 6'0""",Avg & Normal  (79kg),-1,337,834,Male
George Wickens,Fulham,England,Premier League,58,GK,0,normal,Controlled,1800.0,0,1,2,M,M,58.0,57,62,61,30,55,"194cm | 6'4""",Tall & Normal  (81kg),3,323,783,Male
Adam Wikman,IK Sirius,Sweden,Allsvenskan,58,CM,0,normal,Controlled,200.0,0,2,3,M,M,67.0,47,55,62,56,50,"178cm | 5'10""",Avg & Lean  (66kg),1,337,1589,Male
Zac Williams,Crewe Alexandra,Wales,EFL League Two,58,LB,"CB,LWB",normal,Controlled,0.0,200,2,3,M,M,65.0,36,47,51,57,63,"184cm | 6'0""",Avg & Lean  (78kg),1,319,1466,Male
Mauricio Willimann,FC Luzern,Switzerland,CSSL,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,M,H,63.0,27,35,45,57,69,"183cm | 6'0""",Avg & Normal  (81kg),0,296,1353,Male
Donovan Wilson,Grimsby Town,England,EFL League Two,58,ST,CF,normal,Controlled Explosive,0.0,200,2,3,M,M,76.0,57,47,58,22,62,"180cm | 5'11""",Avg & Normal  (70kg),0,322,1474,Male
Nathan Wood,Newport County,Wales,EFL League Two,58,LM,"CAM,LW",normal,Controlled,0.0,200,3,3,H,M,72.0,53,54,58,39,61,"186cm | 6'1""",Tall & Lean  (82kg),-1,337,1557,Male
Krzysztof Wróblewski,Puszcza,Poland,PKO BP Ekstraklasa,58,GK,0,normal,Controlled,200.0,0,1,1,M,M,61.0,54,59,66,19,55,"188cm | 6'2""",Tall & Normal  (77kg),0,314,604,Male
Weijun Xie,Tianjin JMT FC,China PR,CSL,58,ST,"RM,CF",normal,Controlled Lengthy,0.0,200,2,3,M,L,71.0,55,48,54,24,65,"190cm | 6'3""",Tall & Lean  (79kg),1,317,1425,Male
Haofeng Xu,Shenzhen FC,China PR,CSL,58,RB,"RWB,CB",normal,Controlled,0.0,200,2,2,M,M,65.0,27,42,51,56,60,"182cm | 6'0""",Avg & Normal  (67kg),-1,301,1363,Male
Boyu Yang,Shenzhen FC,China PR,CSL,58,CB,0,normal,Controlled,200.0,0,2,2,L,M,39.0,29,34,41,60,69,"187cm | 6'2""",Tall & Normal  (82kg),0,272,1269,Male
Mingyang Yang,Nantong Zhiyun FC,Switzerland,CSL,58,CM,CDM,normal,Controlled,0.0,200,2,3,M,M,63.0,48,57,64,50,51,"172cm | 5'8""",Avg & Lean  (63kg),2,333,1575,Male
Zexiang Yang,Shanghai Shenhua,China PR,CSL,58,RB,"RWB,LB,RM",normal,Controlled,0.0,200,2,2,M,H,62.0,54,54,58,56,63,"180cm | 5'11""",Avg & Normal  (72kg),0,347,1637,Male
Karifa Yao,Whitecaps FC,Canada,MLS,58,CB,0,normal,Lengthy,200.0,0,2,2,M,M,68.0,23,37,36,56,68,"188cm | 6'2""",Tall & Normal  (81kg),-1,288,1275,Male
Jake Young,Swindon Town,England,EFL League Two,58,ST,CF,normal,Controlled Lengthy,0.0,200,3,2,M,M,79.0,58,42,57,24,63,"186cm | 6'1""",Tall & Normal  (77kg),2,323,1468,Male
Griffin Yow,KVC Westerlo,United States,1A Pro League,58,RM,"LM,CF,RW",normal,Controlled,0.0,200,2,3,M,L,65.0,54,52,59,20,46,"173cm | 5'8""",Avg & Lean  (66kg),4,296,1368,Male
Li Zhang,Changchun Yatai,China PR,CSL,58,CM,CDM,normal,Controlled,0.0,200,2,3,M,M,53.0,48,57,59,61,60,"172cm | 5'8""",Avg & Normal  (71kg),0,338,1581,Male
Ting Zhu,Dalian Pro,China PR,CSL,58,RB,"RWB,RM,RW",normal,Controlled,0.0,200,2,2,M,L,42.0,50,56,60,55,63,"178cm | 5'10""",Avg & Lean  (67kg),2,326,1593,Male
Petar Zovko,Spezia,Bosnia and Herzegovina,Serie BKT,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,55.0,59,60,66,21,55,"192cm | 6'4""",Tall & Normal  (85kg),1,316,579,Male
Raghid Al Najjar,Al Nassr,Saudi Arabia,ROSHN Saudi League,58,GK,0,Normal,Controlled,200.0,0,1,2,M,M,62.0,54,57,58,36,56,"189cm | 6'2""",Tall & Normal  (90kg),4,323,672,Male
Abdullah Radif,Al Shabab,Saudi Arabia,ROSHN Saudi League,58,ST,CF,Normal,Controlled Lengthy,0.0,200,2,3,M,M,79.0,54,34,49,22,64,"188cm | 6'2""",Tall & Lean  (67kg),4,302,1315,Male
Emmanuel Essiam,Stade-Lausanne,Ghana,CSSL,58,CM,0,Normal,Controlled Lengthy,200.0,0,2,2,M,H,71.0,48,53,63,54,66,"183cm | 6'0""",Avg & Lean  (72kg),1,355,1600,Male
Mauricio Willimann,FC Luzern,Mexico,CSSL,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,M,H,63.0,27,35,45,57,69,"183cm | 6'0""",Avg & Normal  (81kg),-1,296,1353,Male
Jake Young,Bradford City,England,EFL League Two,58,ST,CF,normal,Controlled Lengthy,0.0,200,3,2,M,M,79.0,58,42,57,24,63,"186cm | 6'1""",Tall & Normal  (77kg),0,323,1468,Male
Dylan Kadji,Bristol City,England,EFL Championship,58,CDM,CM,normal,Controlled Lengthy,0.0,200,2,2,M,M,60.0,38,50,56,52,69,"188cm | 6'2""",Tall & Lean  (68kg),0,325,1472,Male
Josh Austerfield,Crewe Alexandra,England,EFL League Two,58,CM,CDM,normal,Controlled,0.0,200,2,2,H,M,67.0,45,55,57,50,55,"179cm | 5'10""",Avg & Lean  (68kg),0,329,1548,Male
Hendry Blank,RB Salzburg,Germany,Ö. Bundesliga,58,CB,LB,normal,Controlled,0.0,200,2,3,M,M,68.0,33,46,54,58,58,"184cm | 6'0""",Avg & Lean  (71kg),0,317,1432,Male
Sebastian Joffre,Real Salt Lake,Bolivia,MLS,58,ST,"CF,RW,LW",normal,Controlled Explosive,0.0,0,2,5,M,M,71.0,57,52,63,19,49,"175cm | 5'9""",Avg & Normal  (70kg),0,311,1477,Male
Tayo Adaramola,RWD Molenbeek,Republic of Ireland,1A Pro League,58,LB,LWB,normal,Controlled Explosive,0.0,200,2,3,H,M,68.0,49,50,56,53,52,"177cm | 5'10""",Avg & Lean  (69kg),0,328,1537,Male
Tianyi Gao,Shanghai Shenhua,China PR,CSL,58,CM,CDM,normal,Controlled,0.0,200,2,2,H,M,71.0,46,60,59,57,69,"185cm | 6'1""",Tall & Lean  (81kg),0,362,1663,Male
Andreas Vaher,HJK Helsinki,Estonia,Finnliiga,58,CB,0,normal,Controlled,200.0,0,2,3,M,M,61.0,30,46,49,57,62,"190cm | 6'3""",Tall & Lean  (78kg),1,305,1400,Male
Tommy Smith,Macarthur FC,New Zealand,A-League,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,M,M,42.0,37,48,46,57,65,"188cm | 6'2""",Tall & Normal  (82kg),0,295,1413,Male
Kyle Hudlin,Burton Albion,England,EFL League One,58,ST,CF,normal,Lengthy,0.0,1.2K,3,3,M,L,63.0,58,46,52,25,72,"206cm | 6'9""",Tall & Lean  (85kg),4,316,1434,Male
Charlie Colkett,Notts County,England,EFL League Two,58,CM,CDM,normal,Controlled,0.0,200,2,3,M,M,56.0,51,61,61,57,52,"176cm | 5'9""",Avg & Lean  (74kg),0,338,1646,Male
George Wickens,Ross County,England,cinch Prem,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,58.0,57,62,61,30,55,"194cm | 6'4""",Tall & Normal  (81kg),0,323,783,Male
Teddy Jenks,Ross County,England,cinch Prem,58,CM,"CDM,CAM",normal,Lengthy,0.0,200,3,3,M,M,62.0,52,55,58,56,74,"192cm | 6'4""",Tall & Normal  (82kg),0,357,1643,Male
Luke McNicholas,Sligo Rovers,Republic of Ireland,SSE Airtricity PD,58,GK,0,normal,Controlled,0.0,0,1,2,M,M,62.0,59,56,60,28,57,"192cm | 6'4""",Tall & Lean  (81kg),0,322,651,Male
Stephen Duke-McKenna,Sutton United,Guyana,EFL League Two,58,RM,"CM,CAM,RW",normal,Explosive,0.0,200,3,3,M,M,80.0,46,54,61,40,40,"170cm | 5'7""",Short & Lean  (65kg),0,321,1536,Male
Adam Daghim,RB Salzburg,Denmark,Ö. Bundesliga,58,CM,ST,normal,Controlled,0.0,200,3,4,M,L,81.0,58,53,67,51,65,"188cm | 6'2""",Tall & Normal  (80kg),0,375,1749,Male
Zeidane Inoussa,BK Häcken,Sweden,Allsvenskan,58,LW,"LM,RW",normal,Controlled,0.0,200,2,3,M,M,74.0,58,49,60,25,52,"172cm | 5'8""",Avg & Normal  (67kg),0,318,1469,Male
Noah De Ridder,Cercle Brugge,Belgium,1A Pro League,58,RM,"CM,RW",normal,Controlled,0.0,0,2,3,M,M,70.0,38,55,64,51,54,"180cm | 5'11""",Avg & Normal  (70kg),0,332,1517,Male
Vontae Daley-Campbell,Peterborough,England,EFL League One,58,RB,RWB,normal,Controlled Lengthy,0.0,200,2,3,M,M,68.0,39,50,54,53,67,"183cm | 6'0""",Avg & Stocky  (74kg),0,331,1518,Male
Haofeng Xu,Henan SSLM FC,China PR,CSL,58,RB,"RWB,CB",normal,Controlled,0.0,200,2,2,M,M,65.0,27,42,51,56,60,"182cm | 6'0""",Avg & Normal  (67kg),0,301,1363,Male
Hassan Abu Sharara,Damac FC,Saudi Arabia,ROSHN Saudi League,57,CAM,RW,normal,Controlled Explosive,0.0,200,3,3,H,L,70.0,43,56,61,27,37,"163cm | 5'4""",Short & Normal  (60kg),0,294,1409,Male
